Company Name,Google Maps URL,Description,Website,stripped_website,Column 1,Phone,Address,Rating,Reviews Count,found contact already [y/n],Company Name,Website,Website Status,Address,Country,Person Linkedin,Title,First Name,Last Name,Email,Company Generic Emails,Company Email Source,Email Source,Mailtester,Personal Phone Number,Company Phone Number,Phone Source,Remarks
Buena Papa Fry Bar - ATL,https://www.google.com/maps/place/?q=place_id:ChIJ5cxt9uoB9YgRi-GWMtB3Ig0,,https://www.buenapapa.com/,buenapapa.com,2,,"inside (Southern Feed Store, 1245 Glenwood Ave SE SUITE 6, Atlanta, GA 30316",5,87,No,Buena Papa Fry Bar - ATL,buenapapa.com,Duplicate Company,"inside (Southern Feed Store, 1245 Glenwood Ave SE SUITE 6, Atlanta, GA 30316, United States",United States,,,,,,,,,Duplicate Company,,1 973-876-1538,,
Sotto Sotto Restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ89yA2QME9YgRQdAZ8Amjz5U,"Intimate spot for Northern Italian food. Cozy eatery offering pasta, risotto & other Italian classics, plus an all-Italian wine list.",http://www.sottosottoatl.com/,sottosottoatl.com,1,(404) 523-6678,"313 North Highland Avenue Northeast, Atlanta, GA 30307",4.5,1264,No,Sotto Sotto Restaurant,sottosottoatl.com,Web Working,"313 North Highland Avenue Northeast, Atlanta, GA 30307, United States",United States,,Chef-owner,Riccardo,Ullio,N/A,N/A,https://sottosottoatl.com/about/,,Not Found,N/A,1 404 523 6678,,
Talat Market,https://www.google.com/maps/place/?q=place_id:ChIJq6qa17cG9YgRsLwhOwhVShM,"Hip spot for Thai cuisine & cocktails. Trendy Thai eatery with a terrace offering locally sourced dishes, cocktails & a take-out option.",http://www.talatmarketatl.com/,talatmarketatl.com,1,(404) 257-6255,"112 Ormond St SE, Atlanta, GA 30315",4.7,455,No,Talat Market,talatmarketatl.com,Web Working,"112 Ormond St SE, Atlanta, GA 30315, United States",United States,,Co-owner,Parnass,Savang,parnass@talatmarketatl.com,info@talatmarketatl.com,https://talatmarketatl.com/,,Valid Email,N/A,1 404 257 6255,,
The BQE Restaurant & Lounge,https://www.google.com/maps/place/?q=place_id:ChIJG7dvuIsD9YgRDhD_bJYPiTY,Cool destination for soul food & drinks. Trendy pick with warm ambiance dishing up Southern comfort food & New York-themed cocktails.,http://bqelounge.com/,bqelounge.com,1,(404) 996-6159,"262 Edgewood Ave NE, Atlanta, GA 30303",4,3698,No,The BQE Restaurant & Lounge,bqelounge.com,Web Working,"262 Edgewood Ave NE, Atlanta, GA 30303, United States",United States,,,,,N/A,thebqe12@gmail.com,https://www.facebook.com/BqeLounge,,Valid Email,N/A,1 404 996 6159,,
Nick's Food To Go,https://www.google.com/maps/place/?q=place_id:ChIJ3wNK8I0D9YgR__7biGbUFGE,"Mediterranean chow in a bare-bones place. Popular spot for gyros & other traditional Mediterranean fare in a basic, small establishment.",https://www.nicksfood.com/,nicksfood.com,1,(404) 521-2220,"240 M.L.K. Jr Dr SE, Atlanta, GA 30312",4.6,870,No,Nick's Food To Go,nicksfood.com,Web Working,"240 M.L.K. Jr Dr SE, Atlanta, GA 30312, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 521 2220,,
Girl Diver,https://www.google.com/maps/place/?q=place_id:ChIJs_9UhiMD9YgRe2KRTaxtsB0,,https://www.girldiveratlanta.com/,girldiveratlanta.com,1,(404) 525-2424,"955 Memorial Dr SE ste 510, Atlanta, GA 30316",4,415,No,Girl Diver,girldiveratlanta.com,Web Working,"955 Memorial Dr SE ste 510, Atlanta, GA 30316, United States",United States,,Owner,Richard,Tang,N/A,N/A,,,Not Found,N/A,1 404 525 2424,,
Curry Up Now,https://www.google.com/maps/place/?q=place_id:ChIJnamnOnsD9YgRWfLFBsQWGHc,,https://www.curryupnow.com/,curryupnow.com,1,(678) 732-0953,"915 Memorial Dr SE Suite 210, Atlanta, GA 30316",4.5,748,No,Curry Up Now,curryupnow.com,Web Working,"915 Memorial Dr SE Suite 210, Atlanta, GA 30316, United States",United States,https://www.linkedin.com/in/akashkapoor/,Founder/ Chief Helper,Akash,Kapoor,akash@curryupnow.com,info@curryupnow.com,https://www.curryupnow.com/,,Valid Email,1 415-823-7000,1 678 732 0953,RocketReach,
Chico & Chang,https://www.google.com/maps/place/?q=place_id:ChIJ33NjoRME9YgReT3fVlP9L_M,"Bare-bones Chinese-Mexican eatery. Basic, counter-serve spot for Chinese & Mexican staples including stir-fries, tacos & enchiladas.",https://www.chicoandchangatlanta.com/,chicoandchangatlanta.com,1,(404) 815-8882,"475 Bill Kennedy Wy SE B, Atlanta, GA 30316",4.1,497,No,Chico & Chang,chicoandchangatlanta.com,Web Working,"475 Bill Kennedy Wy SE B, Atlanta, GA 30316, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 815 8882,,
Auntie Vee's Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJZ0zfbeV19YgRytrMVvCcQ94,,https://direct.chownow.com/order/23219/locations/33929,direct.chownow.com,1,(470) 990-2709,"209 Edgewood Ave SE, Atlanta, GA 30303",4.4,175,No,Auntie Vee's Kitchen,direct.chownow.com,Web Not Working,"209 Edgewood Ave SE, Atlanta, GA 30303, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 470 990 2709,,
Tropical Smoothie Cafe,https://www.google.com/maps/place/?q=place_id:ChIJJ_X1jlcD9YgR1AylXqQFKWg,"Chain for smoothies, sandwiches & wraps. Health-conscious cafe chain featuring a menu of custom smoothies, sandwiches & wraps.",https://locations.tropicalsmoothiecafe.com/ga/atlanta/780-memorial-dr.?y_source=1_MTA4NTI4MzQ1MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,locations.tropicalsmoothiecafe.com,8,(470) 536-8140,"780 Memorial Dr SE Suite 3B, Atlanta, GA 30316",4.9,28,No,Tropical Smoothie Cafe,tropicalsmoothiecafe.com,Web Working,"780 Memorial Dr SE Suite 3B, Atlanta, GA 30316, United States",United States,https://www.linkedin.com/in/teresa-lichtenwalner-51a6112b1/,General Manager,Teresa,Lichtenwalner,teresalichtenwalner@gmail.com,N/A,,,Valid Email,N/A,1 470-536-8140,,
Joystick Gamebar,https://www.google.com/maps/place/?q=place_id:ChIJHwq_6PQD9YgRaS_OmcG1JSY,Lounge offering pinball & big burgers. Casual bar boasting arcade games & pinball & dishing up jumbo burgers & reimagined bar bites.,http://joystickgamebar.com/,joystickgamebar.com,1,(404) 525-3002,"427 Edgewood Ave SE, Atlanta, GA 30312",4.4,1536,No,Joystick Gamebar,joystickgamebar.com,Web Working,"427 Edgewood Ave SE, Atlanta, GA 30312, United States",United States,,Owner,Brandon,Ley,brandon@joystickgamebar.com,player1@joystickgamebar.com,https://www.joystickgamebar.com/,,Valid Email,N/A,1 404 525 3002,,
O4W Market,https://www.google.com/maps/place/?q=place_id:ChIJL6KLamoD9YgRXq-mTnb6x_s,,,,,(404) 343-6380,"536 Decatur St. SE, Atlanta, GA 30312",4.8,123,No,O4W Market,o4wmarket.com,Web Not Working,"536 Decatur St. SE, Atlanta, GA 30312, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 343 6380,,
Cafe Circa Restaurant & Lounge,https://www.google.com/maps/place/?q=place_id:ChIJlcKQV_QD9YgRPwNOP1ChWcQ,Hot spot for Latin & Caribbean cuisine. Chic lounge & restaurant serving Latin & Caribbean fare with a rooftop space for live music.,,,,(404) 310-2321,"464 Edgewood Ave SE, Atlanta, GA 30312",3.9,1275,No,Cafe Circa Restaurant & Lounge,cafe-circa.shop,Web Working,"464 Edgewood Ave SE, Atlanta, GA 30312, United States",United States,,,,,N/A,N/A,https://cafe-circa.shop/,,Not Found,N/A,1 404 310 2321,,
Fred's Meat & Bread,https://www.google.com/maps/place/?q=place_id:ChIJ8yvKJPgD9YgRzVBbZNssGU0,Cozy spot for globally fueled sandwiches. Small eatery offers sandwiches inspired from international classics from Spain & Vietnam to Philly.,http://www.fredsmeatandbread.com/,fredsmeatandbread.com,1,(404) 688-3733,"Krog Street Market, 99 Krog St NE, Atlanta, GA 30307",4.4,1343,No,Fred's Meat & Bread,fredsmeatandbread.com,Web Working,"Krog Street Market, 99 Krog St NE, Atlanta, GA 30307, United States",United States,,Owner,Todd,Ginsberg,N/A,N/A,,,Not Found,N/A,1 404 688 3733,,
Cafe Kulture,https://www.google.com/maps/place/?q=place_id:ChIJpxgphxgD9YgRJ90RvxcnjEo,"Vegan cooking in a relaxed space. Casual vegan destination serving breakfast, burgers & wraps, plus cocktails, beer & wine.",http://cafekulture.co/,cafekulture.co,1,(470) 889-7916,"43 Jesse Hill Jr Dr NE, Atlanta, GA 30303",4.6,269,No,Cafe Kulture,cafekulture.co,Web Working,"43 Jesse Hill Jr Dr NE, Atlanta, GA 30303, United States",United States,,,,,N/A,jobs.pizzulu@gmail.com,,,Valid Email,N/A,1 470 889 7916,,
Vieux Carre Bistro,https://www.google.com/maps/place/?q=place_id:ChIJT0H7rmoD9YgR7CfvmDVF1ms,,https://food.orders.co/vieuxcarrebistro,food.orders.co,9,(404) 655-2717,"209 Edgewood Ave SE #104, Atlanta, GA 30303",3.8,35,No,Vieux Carre Bistro,food.orders.co,Web Not Working,"209 Edgewood Ave SE #104, Atlanta, GA 30303, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 655 2717,,
Varuni Napoli,https://www.google.com/maps/place/?q=place_id:ChIJAensEPgD9YgR8IPvfkTENUM,"Busy spot for Neapolitan pizza. Italian spot known for wood-fired pizzas with locally sourced toppings, plus homemade desserts.",http://varuni.us/,varuni.us,1,(404) 500-5550,"99 Krog St NE, Atlanta, GA 30307",4.4,307,No,Varuni Napoli,varuni.us,Web Working,"99 Krog St NE, Atlanta, GA 30307, United States",United States,,Owner,Luca,Varuni,N/A,info@varuni.us,https://voyageatl.com/interview/meet-luca-varuni-of-varuni-napoli/,,Valid Email,N/A,1 404 500 5550,,
Recess (Krog Street),https://www.google.com/maps/place/?q=place_id:ChIJPcDsBfgD9YgRRa7LwY0OtSk,"Health-conscious fresh fare & cocktails. Health-minded food hall counter dishing grain bowls, fresh salads, toasts, juices & cocktails, too.",http://eatrecess.com/,eatrecess.com,1,,"99 Krog St NE Suite P, Atlanta, GA 30307",4.4,232,No,Recess (Krog Street),eatrecess.com,Web Working,"99 Krog St NE Suite P, Atlanta, GA 30307, United States",United States,,,,,N/A,hello@eatrecess.com,https://www.eatrecess.com/,,Valid Email,N/A,1 404-596-8396,,
Makimono,https://www.google.com/maps/place/?q=place_id:ChIJ10jrGvgD9YgRir70AgMHA2s,Relaxed customizable sushi counter. Low-key counter turning out creative sushi rolls & Asian rice bowls from within a hip food hall.,https://www.makimonokrog.com/,makimonokrog.com,1,(470) 355-9556,"Krog Street Market, 99 Krog St NE Suite X, Atlanta, GA 30307",4.1,415,No,Makimono,makimonokrog.com,Web Working,"Krog Street Market, 99 Krog St NE Suite X, Atlanta, GA 30307, United States",United States,,,,,N/A,makimono.krog@gmail.com,https://www.facebook.com/makimonokrogstreet/,,Valid Email,N/A,1 470 355 9556,,
Edgewood Pizzeria,https://www.google.com/maps/place/?q=place_id:ChIJueTkT_QD9YgRgm83-Vt4OMw,"Urban hub for slices, wings & brews. Busy bar & eatery for NY-style pies, chicken wings & other finger foods in industrial-chic digs.",http://edgewoodpizzeria.com/,edgewoodpizzeria.com,1,(855) 445-0395,"478 Edgewood Ave SE, Atlanta, GA 30312",4.2,1619,No,Edgewood Pizzeria,edgewoodpizzeria.com,Web Working,"478 Edgewood Ave SE, Atlanta, GA 30312, United States",United States,,,,,N/A,hdeglel@gmail.com,https://edgewoodpizzeria.com/,,Valid Email,N/A,1 855 445 0395,,
Planet Bombay Indian Cuisine,https://www.google.com/maps/place/?q=place_id:ChIJAQ7htKgG9YgRv7212qrpgAk,"Cozy Indian restaurant. Cozy, comfortable Indian restaurant serves curries, tandoori dishes, biryani & more.",https://www.planetbombay.com/,planetbombay.com,1,(404) 688-0005,"619 Edgewood Ave SE Suite 101, Atlanta, GA 30312",4.2,1389,No,Planet Bombay Indian Cuisine,planetbombay.com,Web Working,"619 Edgewood Ave SE Suite 101, Atlanta, GA 30312, United States",United States,,,,,N/A,planetbombayinc@gmail.com,https://planetbombay.com/,,Valid Email,N/A,1 404 688 0005,,
Yalla,https://www.google.com/maps/place/?q=place_id:ChIJ-4eEO_gD9YgRVKX-wlJkDVk,Bright eatery for Middle Eastern food. Colorful restaurant focusing on Mediterranean & Middle Eastern favorites from shawarma to falafel.,http://www.yallaatl.com/,yallaatl.com,1,(404) 506-9999,"Krog Street Market, 99 Krog St NE, Atlanta, GA 30307",3.9,282,No,Yalla,yallaatl.com,Web Working,"Krog Street Market, 99 Krog St NE, Atlanta, GA 30307, United States",United States,,Chef / Owner,Shelley,Sweet,N/A,jen.krogstreetmarket@gmail.com,https://www.facebook.com/yallaATL/,,Valid Email,N/A,1 404 506 9999,,
Suzy Siu's Baos,https://www.google.com/maps/place/?q=place_id:ChIJ6dhJEPgD9YgROZxRNuFe0sQ,Food stall serving Asian steamed buns. Trendy food hall counter combining Taiwanese & Korean flavors in steamed buns & snacks.,https://www.suzysius.com/,suzysius.com,1,,"Krog Street Market, 99 Krog St NE UNIT J, Atlanta, GA 30307",4,250,No,Suzy Siu's Baos,suzysius.com,Web Working,"Krog Street Market, 99 Krog St NE UNIT J, Atlanta, GA 30307, United States",United States,,Owner,Michael,Lo,michael@koreanwives.com,info@koreanwives.com,https://www.facebook.com/suzysiusbaos/,,Valid Email,N/A,1 404-997-2870,,
Kale Me Crazy | Health Food Restaurant Inman Park Atlanta,https://www.google.com/maps/place/?q=place_id:ChIJA-PG4AME9YgR0VCD5rKjplw,"Raw, organic juices & vegan fare. Health-conscious, airy cafe for cold-pressed organic juices & a few vegan dishes.",https://kalemecrazy.net/inmanpark/,kalemecrazy.net,3,(404) 600-5048,"300 North Highland Avenue Northeast, Atlanta, GA 30307",4,265,No,Kale Me Crazy | Health Food Restaurant Inman Park Atlanta,kalemecrazy.net,Web Working,"300 North Highland Avenue Northeast, Atlanta, GA 30307, United States",United States,,Owner/CEO,Roi,Shlomo,roi@kalemecrazy.net,inmanpark@kalemecrazy.net,https://kalemecrazy.net/inmanpark/contact-us/,,Valid Email,N/A,1 404 600 5048,,
Your Pie Pizza,https://www.google.com/maps/place/?q=place_id:ChIJsW4IepID9YgRrkySpUwlyA0,"Brick-oven pizza & craft beers on tap. Diners choose their dough, sauce, cheese & toppings at this pizzeria chain with gelato & microbrews.",https://www.yourpie.com/locations/ga/atlanta/275-memorial-drive-se-suite-b1/,yourpie.com,2,(678) 399-3838,"275 Memorial Dr SE Suite B1, Atlanta, GA 30312",4.2,656,Yes,,,Skip,,,,,,,,,,,Skip,,,,
Metro Deli & Soul Food,https://www.google.com/maps/place/?q=place_id:ChIJPa8F3YsD9YgRcbj-jTwS51Y,"Food court stand for basic Southern eats. Informal counter offering simple Southern soul fare such as po' boys, wings & collard greens.",http://thecurbmarket.com/metro-deli-soul-food/,thecurbmarket.com,1,(404) 581-0271,"209 Edgewood Ave SE, Atlanta, GA 30303",3.8,56,No,Metro Deli & Soul Food,thecurbmarket.com,Web Working,"209 Edgewood Ave SE, Atlanta, GA 30303, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 581 0271,,
Ju-c Bar,https://www.google.com/maps/place/?q=place_id:ChIJc2ClF-oD9YgR-N9jgha2WrQ,,http://www.ju-cbar.com/,ju-cbar.com,1,(404) 963-5593,"99 Krog St NE Unit Q, Atlanta, GA 30307",4.4,117,No,Ju-c Bar,ju-cbar.com,Web Working,"99 Krog St NE Unit Q, Atlanta, GA 30307, United States",United States,,Owner,Mo,Martin,N/A,N/A,,,Not Found,N/A,1 404 963 5593,,
Springreens at Community Cafe,https://www.google.com/maps/place/?q=place_id:ChIJt8DjJ4kB9YgRSG1UgBSBiWg,"Hearty comfort food in relaxed surrounds. Informal choice fixing up classic comfort foods including ribs, burgers, wings, gumbo & meat dishes.",https://www.springreens.com/,springreens.com,1,(470) 427-3179,"566 Fayetteville Rd SE, Atlanta, GA 30316",4.7,417,No,Springreens at Community Cafe,springreens.com,Web Working,"566 Fayetteville Rd SE, Atlanta, GA 30316, United States",United States,,Owner,Josh,Monti,N/A,springreens.atl@gmail.com,https://www.facebook.com/SpringreensandJayidaCheAtCommunityCafe/,,Valid Email,N/A,1 470 427 3179,,
Marco's Pizza,https://www.google.com/maps/place/?q=place_id:ChIJ65kyJ-QD9YgRfVWFHcG_x9M,Counter-serve/delivery pizzeria chain. Counter-serve chain serving up a menu of specialty or custom pizzas for takeout or delivery.,https://www.marcos.com/,marcos.com,7,(404) 624-1100,"830 Glenwood Ave SE, Atlanta, GA 30316",3.3,405,No,Marco's Pizza,marcos.com,Duplicate Company,"830 Glenwood Ave SE, Atlanta, GA 30316, United States",United States,,,,,,,,,Duplicate Company,,1 404-624-1100,,
Krystal,https://www.google.com/maps/place/?q=place_id:ChIJfYmYeFkB9YgRgYYpE5Ol2C0,"Fast-food chain known for square burgers. Longtime fast-food chain serving square burgers on steamed buns, plus breakfast items & kids' meals.",https://locations.krystal.com/ga/atlanta/415-moreland-ave,locations.krystal.com,5,(404) 524-3616,"415 Moreland Ave SE, Atlanta, GA 30316",3.3,1533,No,Krystal,krystal.com,Duplicate Company,"415 Moreland Ave SE, Atlanta, GA 30316, United States",United States,,,,,,,,,Duplicate Company,,1 404-524-3616,,
Mercer Street Meals,https://www.google.com/maps/place/?q=place_id:ChIJc9szENMB9YgRPAydVdg-oMQ,,https://mercerstreetmeals.com/,mercerstreetmeals.com,1,(404) 771-7431,"845 Flat Shoals Ave SE, Atlanta, GA 30316",4.9,45,No,Mercer Street Meals,mercerstreetmeals.com,Web Working,"845 Flat Shoals Ave SE, Atlanta, GA 30316, United States",United States,https://www.linkedin.com/in/lance-gummere-069b54223/,Owner,Lance,Gummere,lance@mercerstreetmeals.com,info@mercerstreetmeals.com,https://www.mercerstreetmeals.com/,,Valid Email,N/A,1 404 771 7431,,
ShocKing Eats,https://www.google.com/maps/place/?q=place_id:ChIJm1VtYAQD9YgR2Q5gZUO3SNE,,http://www.instagram.com/shock.atl,instagram.com,79,(404) 939-0068,"200 Bill Kennedy Wy SE, Atlanta, GA 30316",4.8,64,No,ShocKing Eats,instagram.com,Web Working,"200 Bill Kennedy Wy SE, Atlanta, GA 30316, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 939 0068,,
Wats Crackin Garlic Crab,https://www.google.com/maps/place/?q=place_id:ChIJyQtgL7gA9YgRu4DmEsOJWe8,"Basic seafood bites in a takeaway joint. Compact, no-frills operation supplying down-home crab, shrimp & other seafood plates & sides to go.",https://m.facebook.com/watscrackingarliccrabs/,m.facebook.com,24,(404) 839-5688,"349 Decatur St. SE ste E, Atlanta, GA 30312",4.2,2803,No,Wats Crackin Garlic Crab,,Web Not Found,"349 Decatur St. SE ste E, Atlanta, GA 30312, United States",United States,,,,,N/A,atkinson.lakishe@gmail.com,https://www.facebook.com/watscrackingarliccrabs/?_rdr,,Valid Email,N/A,1 404 839 5688,,
Bar Racho,https://www.google.com/maps/place/?q=place_id:ChIJrZCgCGcD9YgRMc4jNS0sea0,,https://www.instagram.com/bar_racho/?hl=en,instagram.com,79,,"552 Decatur St SE @KOP Awning, Atlanta, GA 30312",5,1,No,Bar Racho,,Web Not Found,"552 Decatur St SE @KOP Awning, Atlanta, GA 30312, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 810-441-3070,,
Harold's Chicken & Ice Bar,https://www.google.com/maps/place/?q=place_id:ChIJDxPnO4sD9YgRP1RXHP4elIw,Sports bar featuring chicken & seafood. Lively sports bar outpost of a Chicago fixture serving fried chicken & fish dinners plus cocktails.,http://www.haroldschickenatl.com/,haroldschickenatl.com,1,(404) 577-0001,"349 Edgewood Ave SE, Atlanta, GA 30312",4.1,3640,No,Harold's Chicken & Ice Bar,haroldschickenatl.com,Web Working,"349 Edgewood Ave SE, Atlanta, GA 30312, United States",United States,,Owner/CEO,Kristen,Pierce,N/A,info@haroldschickenscorp.com,https://www.haroldschickenatl.com/contact-us.html,,Valid Email,N/A,1 404 577 0001,,
Chicomecóatl,https://www.google.com/maps/place/?q=place_id:ChIJpYwDgRED9YgRE51H4u2ox1U,,,,,,"659 Auburn Ave NE #506, Atlanta, GA 30312",5,1,No,Chicomecóatl,,Web Not Found,"659 Auburn Ave NE #506, Atlanta, GA 30312, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,N/A,,
Lavegano,https://www.google.com/maps/place/?q=place_id:ChIJb7vtkTcD9YgR9LCZMTIaH2I,,http://www.mistervegano.com/,mistervegano.com,1,(404) 254-2837,"209 Edgewood Ave SE #104, Atlanta, GA 30303",4.6,26,No,Lavegano,mistervegano.com,Web Working,"209 Edgewood Ave SE #104, Atlanta, GA 30303, United States",United States,,Chef / Owner,Antonio,Cunningham,N/A,N/A,,,Not Found,N/A,1 404 254 2837,,
O Mi Ga Vietnamese Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJaYxTP-MD9YgRx6HHbJCuPEQ,,https://omigaatl.square.site/,omigaatl.square.site,1,(404) 721-4358,"209 Edgewood Ave NE, Atlanta, GA 30303",4.4,36,No,O Mi Ga Vietnamese Kitchen,omigaatl.square.sit,Web Working,"209 Edgewood Ave NE, Atlanta, GA 30303, United States",United States,,,,,N/A,omigaatl@gmail.com,https://omigaatl.square.site/,,Valid Email,N/A,1 404 721 4358,,
New South Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJVVUpg34E9YgRm9mahUNdYiU,,https://www.omnihotels.com/hotels/atlanta-cnn-center/dining/new-south-kitchen?utm_source=gmblisting&utm_medium=organic,omnihotels.com,5,(404) 659-0000,"190 Marietta St NW, Atlanta, GA 30303",4.6,118,No,New South Kitchen,omnihotels.com,Duplicate Company,"190 Marietta St NW, Atlanta, GA 30303, United States",United States,,,,,,,,,Duplicate Company,,1 404 659 0000,,
Capolinea,https://www.google.com/maps/place/?q=place_id:ChIJt8BcAn4D9YgRtSYgM5F50o8,,https://capolineaatlanta.com/,capolineaatlanta.com,1,(404) 223-4414 ext. 60043,"159 Northside Dr NW, Atlanta, GA 30313",4.8,70,No,Capolinea,capolineaatlanta.com,Web Working,"159 Northside Dr NW, Atlanta, GA 30313, United States",United States,,,,,N/A,atlwc_capolinea@hilton.com,https://capolineaatlanta.com/,,Valid Email,N/A,1 404 223 4414,,
Taste of the City,https://www.google.com/maps/place/?q=place_id:ChIJIxd9iYID9YgRYMDvEhven7Q,,,,,(404) 521-2489,"156 Forsyth St SW B, Atlanta, GA 30303",4.8,4,No,Taste of the City,,Web Not Found,"156 Forsyth St SW B, Atlanta, GA 30303, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 521 2489,,
McCormick & Schmick's Seafood & Steaks,https://www.google.com/maps/place/?q=place_id:ChIJZW3da4AD9YgROoWuyAbuESA,Upscale seafood & steakhouse chain. Upscale steak & seafood chain known for its clubby environs & happy hour.,https://www.mccormickandschmicks.com/location/mccormick-schmicks-atlanta-ga/,mccormickandschmicks.com,2,(404) 521-1236,"190 Marietta St NW, Atlanta, GA 30303",3.9,1635,No,McCormick & Schmick's Seafood & Steaks,mccormickandschmicks.com,Web Working,"190 Marietta St NW, Atlanta, GA 30303, United States",United States,https://www.linkedin.com/in/elvis-soto-06b744167,General Manager,Elvis,Soto,sotoatlanta@aol.com,N/A,,Contact Out,Valid Email,N/A,1 404-521-1236,,
Subs & Salads Junction,https://www.google.com/maps/place/?q=place_id:ChIJw-0B04MD9YgRJ_ou1r8XK9Y,,,,,(404) 524-1400,"66 Forsyth St SW, Atlanta, GA 30303",4.9,172,No,Subs & Salads Junction,,Web Not Found,"66 Forsyth St SW, Atlanta, GA 30303, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404 524 1400,,
Polaris,https://www.google.com/maps/place/?q=place_id:ChIJd89hzHkE9YgR2Mj70Z37EbE,Sleek revolving lounge for Southern fare. Iconic rotating restaurant featuring a retro peach daiquiri & Southern fare in sleek environs.,https://www.polarisatlanta.com/,polarisatlanta.com,1,(404) 460-6425,"265 Peachtree Rd NE, Atlanta, GA 30303",4.5,1029,No,Polaris,polarisatlanta.com,Web Working,"265 Peachtree Rd NE, Atlanta, GA 30303, United States",United States,,,,,N/A,polaris@hyatt.com,https://www.facebook.com/PolarisAtlanta/,,Valid Email,N/A,1 404 460 6425,,
Kwan's Deli and Korean Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJWXSCr38E9YgRalh9x13k7Rk,"Sandwiches & salads plus Korean fare. This casual corner shop offers American breakfasts, deli sandwiches & salads, plus Korean dishes.",https://www.doordash.com/store/kwan's-deli-and-korean-kitchen-atlanta-31343775/45100749/?preview=1,doordash.com,8,(404) 522-9796,"267 Marietta St NW, Atlanta, GA 30313",4.4,999,No,Kwan's Deli and Korean Kitchen,kwansdeli.com,Web Working,"267 Marietta St NW, Atlanta, GA 30313, United States",United States,,,,,N/A,kwansdeli@gmail.com,https://www.facebook.com/kwansdeli/,,Valid Email,N/A,1 404 522 9796,,
The Pantry & Provisions | Gourmet Sandwiches & Cheffy Bodega,https://www.google.com/maps/place/?q=place_id:ChIJ2ad4IYcD9YgRnOzgUeM1TzU,,http://thepantryatl.com/,thepantryatl.com,1,(404) 254-4042,"57 Forsyth St NW, Atlanta, GA 30303",4.8,25,No,The Pantry & Provisions | Gourmet Sandwiches & Cheffy Bodega,thepantryatl.com,Web Working,"57 Forsyth St NW, Atlanta, GA 30303, United States",United States,,,,,N/A,mgmt@thepantryatl.com,https://www.facebook.com/thepantryatl,,Valid Email,N/A,1 404 254 4042,,
Amorous Tacos,https://www.google.com/maps/place/?q=place_id:ChIJzS60OVID9YgREW18u2_I6T8,,https://amoroustacos.com/,amoroustacos.com,1,(678) 310-4127,"151 Mangum St SW, Atlanta, GA 30313",5,2,No,Amorous Tacos,amoroustacos.com,Web Working,"151 Mangum St SW, Atlanta, GA 30313, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678 310 4127,,
Big Kahuna Atlanta,https://www.google.com/maps/place/?q=place_id:ChIJ7f3TQncE9YgRHmCdYpj0YtA,"American-Mexican eats & surfer decor. Lively surf-themed hangout serving tropical drinks, burgers, customized tacos & more until late.",http://bigkahunaatl.com/,bigkahunaatl.com,1,(404) 644-0909,"303 Peachtree Center Ave NE, Atlanta, GA 30303",4,666,Yes,,,Skip,,,,,,,,,,,Skip,,,,
Social 62,https://www.google.com/maps/place/?q=place_id:ChIJW-uevXgE9YgRFdwoSq6NhPo,,https://social62atlanta.com/,social62atlanta.com,1,(404) 688-8600,"160 Ted Turner Dr, Atlanta, GA 30303",3.8,31,No,Social 62,social62atlanta.com,Web Not Working,"160 Ted Turner Dr, Atlanta, GA 30303, United States",United States,,,,,N/A,social62@lvmgt.com,https://www.facebook.com/Social62Atlanta/,,Valid Email,N/A,1 404-688-8600,,
Social Table,https://www.google.com/maps/place/?q=place_id:ChIJ86iRAcwD9YgRWfVQoPoK3KE,,,,,,"Atlanta, GA 30303",3,6,No,Social Table,,Web Not Found,"Atlanta, GA 30303, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-223-4000,,
